Date,signal,stop_loss,tp1,atr
2025-12-01 00:00:00-05:00,LONG,24111.823528055476,26414.79117755562,511.7705887778096
2025-12-02 00:00:00-05:00,LONG,24356.309347480084,26605.752522015933,499.8762610079661
2025-12-03 00:00:00-05:00,LONG,24449.974751231508,26623.520199014794,483.0100995073971
2025-12-04 00:00:00-05:00,LONG,24457.949769000687,26554.59018479945,465.9200923997259
2025-12-05 00:00:00-05:00,LONG,24598.92657121492,26638.458743028063,453.2293715140312
2025-12-08 00:00:00-05:00,LONG,24559.003244699572,26547.997404240345,441.99870212017186
2025-12-09 00:00:00-05:00,LONG,24642.29765579246,26545.711875366032,422.98093768301675
2025-12-10 00:00:00-05:00,NEUTRAL,25798.0,25798.0,417.19658499137273
2025-12-11 00:00:00-05:00,NEUTRAL,25713.5,25713.5,421.5754003491318
2025-12-12 00:00:00-05:00,NEUTRAL,25213.5,25213.5,435.40930032419385
2025-12-15 00:00:00-05:00,NEUTRAL,25093.25,25093.25,431.21935030103714
2025-12-16 00:00:00-05:00,NEUTRAL,25139.0,25139.0,427.16796813667736
2025-12-17 00:00:00-05:00,NEUTRAL,24668.75,24668.75,440.33454184120046
2025-12-18 00:00:00-05:00,LONG,23915.10731358293,25918.764149133658,445.25707456682903
2025-12-19 00:00:00-05:00,LONG,24066.567282255575,25985.76648669554,426.48871209776985
2025-12-22 00:00:00-05:00,LONG,24583.979608076606,26578.866313538714,443.3081567693577
2025-12-23 00:00:00-05:00,NEUTRAL,25812.25,25812.25,426.94685985726073
2025-12-24 00:00:00-05:00,LONG,24868.926932474216,26689.758454020626,404.62922701031357
2025-12-26 00:00:00-05:00,LONG,24905.896437297488,26629.132850162012,382.9414250810055
2025-12-29 00:00:00-05:00,LONG,24806.894906061952,26486.034075150437,373.14203757521943
2025-12-30 00:00:00-05:00,NEUTRAL,25675.25,25675.25,355.4533206055609
2025-12-31 00:00:00-05:00,NEUTRAL,25456.75,25456.75,350.61736913373517
2026-01-02 00:00:00-05:00,NEUTRAL,25385.25,25385.25,364.0375570527541
2026-01-05 00:00:00-05:00,LONG,24675.02888541325,26299.9268916694,361.0884458347003
2026-01-06 00:00:00-05:00,NEUTRAL,25822.0,25822.0,357.45712827507884
2026-01-07 00:00:00-05:00,NEUTRAL,25838.75,25838.75,351.1566191125732
2026-01-08 00:00:00-05:00,NEUTRAL,25687.5,25687.5,346.1275748902466
2026-01-09 00:00:00-05:00,LONG,25068.66812971907,26633.915496224745,347.83274811237186
2026-01-12 00:00:00-05:00,LONG,25080.04004902485,26658.11796078012,350.68398039005956
2026-01-13 00:00:00-05:00,LONG,25048.65325980879,26591.87739215297,342.9386960764839
2026-01-14 00:00:00-05:00,NEUTRAL,25631.0,25631.0,354.5145034995922
2026-01-15 00:00:00-05:00,NEUTRAL,25705.75,25705.75,357.06703896390707
2026-01-16 00:00:00-05:00,NEUTRAL,25689.0,25689.0,352.9551076093423
2026-01-20 00:00:00-05:00,NEUTRAL,25129.25,25129.25,370.15474278010356
2026-01-21 00:00:00-05:00,NEUTRAL,25471.0,25471.0,388.6079754386676
2026-01-22 00:00:00-05:00,LONG,24708.133271303093,26418.343382957526,380.0466914787628
2026-01-23 00:00:00-05:00,LONG,24801.445180495728,26487.69385560342,374.7219278017083
2026-01-26 00:00:00-05:00,NEUTRAL,25848.5,25848.5,388.75964724444344
2026-01-27 00:00:00-05:00,LONG,25120.611533182542,26834.910773453965,380.9553867269832
2026-01-28 00:00:00-05:00,LONG,25208.362495098074,26914.56000392154,379.1550019607701
2026-01-29 00:00:00-05:00,LONG,24983.354459733928,26811.96643221286,406.3582161064294
2026-01-30 00:00:00-05:00,NEUTRAL,25670.0,25670.0,409.5647720988273
2026-02-02 00:00:00-05:00,NEUTRAL,25850.0,25850.0,435.2565740917682
2026-02-03 00:00:00-05:00,LONG,24979.949024429825,26855.19078045614,416.72039022807047
