timestamp,equity,cash,open_pnl,returns
2025-02-03 00:00:00-05:00,100000.0,100000.0,0.0,
2025-02-04 00:00:00-05:00,100000.0,100000.0,0.0,0.0
2025-02-05 00:00:00-05:00,100000.0,100000.0,0.0,0.0
2025-02-06 00:00:00-05:00,99997.95,99998.0,-0.05000000000291038,-2.049999999997887e-05
2025-02-07 00:00:00-05:00,99716.95,99998.0,-281.0500000000029,-0.0028100576061809157
2025-02-10 00:00:00-05:00,99972.7,99998.0,-25.30000000000291,0.0025647595519115995
2025-02-11 00:00:00-05:00,99912.95,99998.0,-85.05000000000291,-0.0005976631620432382
2025-02-12 00:00:00-05:00,99930.95,99998.0,-67.05000000000291,0.00018015682651739695
2025-02-13 00:00:00-05:00,100239.45,99998.0,241.4499999999971,0.003087131664414322
2025-02-14 00:00:00-05:00,100322.45,99998.0,324.4499999999971,0.0008280173125450041
2025-02-18 00:00:00-05:00,100358.45,99998.0,360.4499999999971,0.0003588429110332747
2025-02-19 00:00:00-05:00,100376.7,99998.0,378.6999999999971,0.00018184816525157466
2025-02-20 00:00:00-05:00,100267.95,99998.0,269.9499999999971,-0.00108341876152529
2025-02-21 00:00:00-05:00,99801.34999999999,99801.4,-0.05000000000291038,-0.0046535308640498485
2025-02-24 00:00:00-05:00,100060.34999999999,99801.4,258.9499999999971,0.002595155275955774
2025-02-25 00:00:00-05:00,100331.59999999999,99801.4,530.1999999999971,0.002710863993579782
2025-02-26 00:00:00-05:00,100293.59999999999,99801.4,492.1999999999971,-0.0003787440846154677
2025-02-27 00:00:00-05:00,100689.83481981228,100689.88481981229,-0.05000000000291038,0.003950748799647075
2025-02-28 00:00:00-05:00,100376.08481981228,100689.88481981229,-313.8000000000029,-0.0031160047144924707
2025-03-03 00:00:00-05:00,100827.33481981228,100689.88481981229,137.4499999999971,0.004495592758076317
2025-03-04 00:00:00-05:00,100896.58481981228,100689.88481981229,206.6999999999971,0.0006868177178713797
2025-03-05 00:00:00-05:00,100630.58481981228,100689.88481981229,-59.30000000000291,-0.0026363627715947358
2025-03-06 00:00:00-05:00,101206.33481981228,100689.88481981229,516.4499999999971,0.005721421584013786
2025-03-07 00:00:00-05:00,101065.83481981228,100689.88481981229,375.9499999999971,-0.0013882530204274435
2025-03-10 00:00:00-04:00,101614.58844951498,101614.63844951498,-0.05000000000291038,0.0054296650364691335
2025-03-11 00:00:00-04:00,101668.33844951498,101614.63844951498,53.69999999999709,0.0005289594813120413
2025-03-12 00:00:00-04:00,101448.83844951498,101614.63844951498,-165.8000000000029,-0.002158980891666662
2025-03-13 00:00:00-04:00,101818.33844951498,101614.63844951498,203.6999999999971,0.0036422299717495665
2025-03-14 00:00:00-04:00,101355.33844951498,101614.63844951498,-259.3000000000029,-0.0045473144332400794
